teamIDfg,Team,Season,AVG,OBP,SLG,RBI,batter_SO,batter_BB,batter_war,ERA,SV,K/9,WHIP,oppenent_avg,BABIP,pitcher_war,FP,run_diff,Win_Percentage
18,CIN,1993,0.264,0.324,0.396,669,1025,485,13.5,4.51,37,6.25,1.41,0.267,0.3,13.5,0.98,-63,0.4506172839506173
19,COL,1993,0.273,0.323,0.422,704,944,388,10.0,5.44,35,5.74,1.59,0.286,0.314,5.2,0.973,-209,0.41358024691358025
20,FLA,1993,0.248,0.314,0.346,542,1054,498,6.7,4.15,48,5.9,1.41,0.255,0.286,11.7,0.98,-143,0.3950617283950617
21,HOU,1993,0.267,0.33,0.409,656,911,497,29.4,3.49,42,6.59,1.28,0.245,0.284,17.8,0.979,86,0.5246913580246914
22,LAD,1993,0.261,0.321,0.383,639,937,492,10.4,3.5,36,6.37,1.34,0.248,0.288,18.7,0.979,13,0.5
23,MIL,1993,0.258,0.328,0.378,688,932,555,10.9,4.47,29,5.04,1.4,0.265,0.286,12.0,0.979,-59,0.42592592592592593
24,MON,1993,0.257,0.326,0.386,682,860,542,18.4,3.55,61,5.77,1.3,0.243,0.274,15.1,0.975,50,0.5802469135802469
25,NYM,1993,0.248,0.305,0.39,632,879,448,11.4,4.05,22,5.43,1.33,0.262,0.288,14.1,0.975,-72,0.36419753086419754
26,PHI,1993,0.274,0.351,0.426,811,1049,665,27.7,3.97,46,6.82,1.35,0.247,0.286,18.2,0.977,137,0.5987654320987654
27,PIT,1993,0.267,0.335,0.393,664,972,536,19.3,4.77,34,5.18,1.41,0.272,0.297,8.8,0.983,-99,0.46296296296296297
28,STL,1993,0.272,0.341,0.395,724,882,588,24.3,4.1,54,4.8,1.33,0.269,0.289,10.9,0.975,14,0.5370370370370371
29,SDP,1993,0.252,0.312,0.389,633,1046,443,1.9,4.23,32,5.99,1.41,0.259,0.289,12.3,0.974,-93,0.3765432098765432
30,SFG,1993,0.276,0.34,0.427,759,930,516,35.3,3.63,50,6.07,1.25,0.248,0.274,12.2,0.984,172,0.6358024691358025
5,CLE,1994,0.29,0.351,0.484,647,629,382,19.7,4.39,21,5.88,1.47,0.271,0.306,14.5,0.98,117,0.584070796460177
19,COL,1994,0.274,0.337,0.439,540,761,378,6.2,5.17,28,6.14,1.58,0.286,0.32,6.4,0.981,-65,0.452991452991453
29,SDP,1994,0.275,0.33,0.401,445,762,319,2.4,4.08,27,7.42,1.34,0.247,0.291,15.4,0.975,-52,0.4017094017094017
1,CAL,1995,0.277,0.352,0.448,761,889,564,22.7,4.53,42,6.31,1.4,0.26,0.288,16.0,0.982,104,0.5379310344827586
2,BAL,1995,0.262,0.342,0.428,668,803,574,19.9,4.31,29,6.61,1.33,0.242,0.271,16.2,0.986,64,0.4930555555555556
3,BOS,1995,0.28,0.357,0.455,754,923,560,30.2,4.41,39,6.18,1.4,0.263,0.298,18.4,0.978,93,0.5972222222222222
4,CHW,1995,0.28,0.354,0.431,712,767,576,21.0,4.85,36,6.25,1.55,0.271,0.301,8.1,0.98,-3,0.4722222222222222
5,CLE,1995,0.291,0.361,0.479,803,766,542,27.8,3.83,50,6.41,1.31,0.251,0.284,20.1,0.982,233,0.6944444444444444
6,DET,1995,0.247,0.327,0.404,619,987,551,3.2,5.5,38,5.15,1.6,0.291,0.312,7.8,0.981,-190,0.4166666666666667
7,KCR,1995,0.26,0.328,0.396,578,849,475,11.0,4.49,37,5.33,1.42,0.264,0.287,14.1,0.984,-62,0.4861111111111111
8,MIN,1995,0.279,0.346,0.419,662,916,471,14.5,5.77,27,5.59,1.56,0.282,0.299,3.5,0.982,-186,0.3888888888888889
9,NYY,1995,0.276,0.357,0.42,709,851,625,21.9,4.56,35,6.36,1.42,0.257,0.286,13.3,0.986,61,0.5486111111111112
10,OAK,1995,0.264,0.341,0.421,694,911,565,13.9,4.97,34,6.29,1.47,0.264,0.295,11.1,0.981,-31,0.4652777777777778
11,SEA,1995,0.276,0.35,0.448,767,871,549,22.5,4.52,39,7.46,1.5,0.263,0.307,17.8,0.98,88,0.5448275862068965
13,TEX,1995,0.265,0.338,0.41,651,877,526,12.7,4.66,34,5.87,1.48,0.273,0.302,14.1,0.982,-29,0.5138888888888888
14,TOR,1995,0.26,0.328,0.409,613,906,492,5.5,4.88,22,6.22,1.54,0.264,0.296,11.7,0.982,-135,0.3888888888888889
16,ATL,1995,0.25,0.326,0.409,618,933,520,17.6,3.44,34,7.57,1.25,0.24,0.287,24.2,0.982,105,0.625
17,CHC,1995,0.265,0.327,0.43,648,953,440,20.8,4.13,45,6.41,1.41,0.257,0.286,8.8,0.979,22,0.5069444444444444
18,CIN,1995,0.27,0.342,0.44,694,946,519,28.3,4.03,38,6.3,1.31,0.255,0.288,14.6,0.986,124,0.5902777777777778
19,COL,1995,0.282,0.35,0.471,749,943,484,12.4,4.97,43,6.22,1.52,0.28,0.313,14.0,0.981,2,0.5347222222222222
20,FLA,1995,0.262,0.335,0.406,636,916,517,19.5,4.28,29,6.96,1.45,0.259,0.298,9.7,0.979,0,0.46853146853146854
21,HOU,1995,0.275,0.353,0.399,694,992,566,22.2,4.06,32,7.2,1.38,0.261,0.308,14.9,0.979,73,0.5277777777777778
22,LAD,1995,0.264,0.329,0.4,593,1023,468,18.2,3.67,37,7.37,1.27,0.238,0.28,16.4,0.976,25,0.5416666666666666
23,MIL,1995,0.266,0.336,0.409,700,800,502,11.5,4.82,31,4.89,1.55,0.275,0.296,7.4,0.981,-7,0.4513888888888889
24,MON,1995,0.259,0.32,0.394,572,901,400,11.0,4.11,42,6.66,1.33,0.256,0.294,14.6,0.98,-17,0.4583333333333333
25,NYM,1995,0.267,0.33,0.4,617,994,446,14.6,3.88,36,6.28,1.31,0.257,0.29,14.4,0.979,39,0.4791666666666667
26,PHI,1995,0.262,0.332,0.384,576,884,497,14.9,4.21,41,6.84,1.38,0.249,0.286,10.5,0.982,-43,0.4791666666666667
27,PIT,1995,0.259,0.323,0.396,587,972,456,6.9,4.71,29,6.15,1.48,0.277,0.313,11.0,0.978,-107,0.4027777777777778
28,STL,1995,0.247,0.314,0.374,533,920,436,13.0,4.1,38,5.99,1.37,0.261,0.292,9.3,0.98,-95,0.43356643356643354
29,SDP,1995,0.272,0.334,0.397,618,872,447,10.0,4.15,35,7.33,1.37,0.25,0.291,12.3,0.98,-4,0.4861111111111111
30,SFG,1995,0.253,0.323,0.404,610,1060,472,25.4,4.86,34,5.57,1.45,0.268,0.289,2.2,0.98,-124,0.4652777777777778
1,CAL,1996,0.276,0.339,0.431,727,974,527,13.9,5.31,38,6.58,1.53,0.271,0.299,11.0,0.979,-181,0.43478260869565216
2,BAL,1996,0.274,0.35,0.472,914,915,645,23.1,5.15,44,6.42,1.5,0.275,0.305,15.3,0.984,46,0.5432098765432098
3,BOS,1996,0.283,0.359,0.457,882,1020,642,16.8,5.0,37,7.19,1.6,0.274,0.315,15.1,0.978,7,0.5246913580246914
4,CHW,1996,0.281,0.36,0.447,860,927,701,24.5,4.53,43,6.4,1.47,0.266,0.298,17.8,0.982,104,0.5246913580246914
5,CLE,1996,0.293,0.369,0.475,904,844,671,30.2,4.34,46,6.4,1.39,0.267,0.3,22.3,0.98,183,0.6149068322981367
6,DET,1996,0.256,0.323,0.42,741,1268,546,0.2,6.38,22,6.01,1.73,0.29,0.313,2.9,0.978,-320,0.3271604938271605
7,KCR,1996,0.267,0.332,0.398,689,943,529,6.4,4.55,35,5.75,1.4,0.273,0.299,21.3,0.982,-40,0.4658385093167702
8,MIN,1996,0.288,0.357,0.425,812,958,576,21.9,5.3,31,6.0,1.49,0.272,0.292,8.6,0.984,-23,0.48148148148148145
9,NYY,1996,0.288,0.36,0.436,830,909,632,18.6,4.65,52,7.12,1.44,0.261,0.305,23.0,0.985,84,0.5679012345679012
10,OAK,1996,0.265,0.344,0.452,823,1114,640,17.6,5.2,34,5.46,1.57,0.282,0.304,8.8,0.984,-39,0.48148148148148145
11,SEA,1996,0.287,0.366,0.484,954,1052,670,37.1,5.21,34,6.29,1.51,0.275,0.301,11.0,0.981,98,0.5279503105590062
13,TEX,1996,0.284,0.358,0.469,890,1041,660,27.0,4.65,43,6.06,1.48,0.274,0.305,19.4,0.986,129,0.5555555555555556
14,TOR,1996,0.259,0.331,0.42,712,1105,529,11.1,4.58,35,6.43,1.44,0.262,0.293,16.7,0.982,-43,0.4567901234567901
16,ATL,1996,0.27,0.333,0.432,735,1032,530,25.0,3.54,46,7.63,1.24,0.242,0.291,29.5,0.98,125,0.5925925925925926
17,CHC,1996,0.251,0.32,0.401,725,1090,523,21.7,4.36,34,6.35,1.37,0.255,0.283,9.4,0.983,1,0.4691358024691358
18,CIN,1996,0.256,0.331,0.422,733,1134,604,16.1,4.33,52,6.79,1.41,0.256,0.292,11.5,0.98,5,0.5
19,COL,1996,0.287,0.355,0.472,909,1108,527,17.6,5.6,34,5.9,1.56,0.28,0.306,9.2,0.976,-3,0.5123456790123457
20,FLA,1996,0.257,0.329,0.393,650,1122,553,20.7,3.95,41,6.55,1.37,0.251,0.292,17.2,0.982,-15,0.49382716049382713
21,HOU,1996,0.262,0.336,0.397,703,1057,554,22.2,4.38,35,7.23,1.44,0.268,0.313,11.3,0.978,-39,0.5061728395061729
22,LAD,1996,0.252,0.316,0.384,661,1190,516,12.6,3.48,50,7.44,1.3,0.244,0.291,20.5,0.98,51,0.5555555555555556
23,MIL,1996,0.279,0.353,0.441,845,986,624,19.4,5.15,42,5.26,1.52,0.273,0.29,8.4,0.978,-5,0.49382716049382713
24,MON,1996,0.262,0.327,0.406,696,1077,492,16.7,3.78,43,7.53,1.27,0.242,0.284,17.6,0.98,73,0.5432098765432098
25,NYM,1996,0.27,0.324,0.412,697,1069,445,25.2,4.22,41,6.24,1.42,0.266,0.298,11.3,0.974,-33,0.4382716049382716
26,PHI,1996,0.256,0.325,0.387,604,1092,536,11.3,4.48,42,6.6,1.39,0.262,0.297,13.5,0.981,-140,0.41358024691358025
27,PIT,1996,0.266,0.329,0.407,738,989,510,10.6,4.64,37,6.47,1.43,0.276,0.31,10.9,0.98,-57,0.4506172839506173
28,STL,1996,0.267,0.33,0.407,711,1089,495,24.8,3.98,43,6.51,1.32,0.246,0.275,11.9,0.98,53,0.5432098765432098
29,SDP,1996,0.265,0.338,0.402,718,1014,601,20.3,3.72,47,7.22,1.28,0.243,0.285,20.7,0.981,89,0.5617283950617284
30,SFG,1996,0.253,0.331,0.388,707,1189,615,19.0,4.72,35,6.22,1.45,0.267,0.295,4.7,0.978,-110,0.41975308641975306
1,ANA,1997,0.272,0.346,0.416,775,953,617,21.6,4.52,39,6.5,1.45,0.264,0.293,10.8,0.98,35,0.5185185185185185
2,BAL,1997,0.268,0.341,0.429,780,952,586,23.2,3.91,59,7.02,1.35,0.25,0.287,20.2,0.984,131,0.6049382716049383
3,BOS,1997,0.291,0.352,0.463,810,1044,514,28.5,4.85,40,6.12,1.5,0.272,0.307,12.9,0.978,-6,0.48148148148148145
4,CHW,1997,0.273,0.341,0.417,740,901,569,17.2,4.74,52,6.08,1.46,0.266,0.294,11.1,0.978,-54,0.4968944099378882
5,CLE,1997,0.286,0.358,0.467,810,955,617,31.3,4.73,39,6.54,1.48,0.271,0.305,11.8,0.983,53,0.5341614906832298
6,DET,1997,0.258,0.332,0.415,743,1164,578,8.0,4.56,42,6.11,1.4,0.261,0.289,15.9,0.985,-6,0.4876543209876543
7,KCR,1997,0.264,0.333,0.407,711,1061,561,18.6,4.71,29,5.99,1.43,0.269,0.296,13.8,0.985,-73,0.4161490683229814
8,MIN,1997,0.27,0.333,0.409,730,1121,495,12.7,5.02,30,5.7,1.46,0.279,0.305,11.7,0.983,-89,0.41975308641975306
9,NYY,1997,0.286,0.362,0.436,846,954,676,22.8,3.84,51,7.14,1.36,0.257,0.3,23.5,0.983,203,0.5925925925925926
10,OAK,1997,0.26,0.339,0.423,714,1181,642,12.0,5.49,38,5.93,1.64,0.294,0.324,4.8,0.98,-182,0.4012345679012346
11,SEA,1997,0.28,0.355,0.485,890,1110,626,34.0,4.79,38,7.5,1.45,0.263,0.304,15.2,0.979,92,0.5555555555555556
13,TEX,1997,0.274,0.334,0.438,773,1116,500,17.4,4.7,33,5.82,1.5,0.279,0.308,15.0,0.98,-16,0.47530864197530864
14,TOR,1997,0.244,0.31,0.389,627,1138,487,6.3,3.93,34,7.17,1.35,0.259,0.299,21.9,0.984,-40,0.4691358024691358
16,ATL,1997,0.27,0.343,0.426,755,1160,597,31.8,3.18,37,7.34,1.21,0.237,0.283,28.5,0.982,210,0.6234567901234568
17,CHC,1997,0.263,0.321,0.396,642,1003,451,13.2,4.44,37,6.75,1.43,0.259,0.292,9.3,0.981,-72,0.41975308641975306
18,CIN,1997,0.253,0.321,0.389,612,1113,518,10.7,4.42,49,7.2,1.36,0.25,0.287,12.7,0.982,-113,0.4691358024691358
19,COL,1997,0.288,0.357,0.478,869,1060,562,19.9,5.25,38,5.47,1.58,0.293,0.318,10.4,0.983,15,0.5123456790123457
20,FLA,1997,0.259,0.346,0.395,703,1074,686,21.9,3.83,39,7.39,1.38,0.245,0.291,15.2,0.981,71,0.5679012345679012
21,HOU,1997,0.259,0.344,0.403,720,1085,633,31.0,3.67,37,7.02,1.3,0.246,0.287,16.5,0.979,117,0.5185185185185185
22,LAD,1997,0.268,0.33,0.418,706,1079,498,19.7,3.63,45,7.6,1.28,0.237,0.276,14.7,0.981,97,0.5432098765432098
23,MIL,1997,0.26,0.325,0.398,643,967,494,13.2,4.23,44,6.41,1.37,0.257,0.287,14.2,0.98,-61,0.484472049689441
24,MON,1997,0.258,0.316,0.425,659,1084,420,17.9,4.14,37,7.08,1.33,0.245,0.284,14.6,0.979,-49,0.48148148148148145
25,NYM,1997,0.262,0.332,0.405,741,1029,550,22.9,3.95,49,6.06,1.34,0.257,0.286,11.8,0.981,68,0.5432098765432098
26,PHI,1997,0.255,0.322,0.385,622,1032,519,9.7,4.87,35,7.66,1.45,0.259,0.304,12.2,0.982,-172,0.41975308641975306
27,PIT,1997,0.262,0.329,0.404,686,1161,481,6.5,4.28,41,6.77,1.44,0.265,0.306,14.3,0.979,-35,0.4876543209876543
28,STL,1997,0.255,0.324,0.396,654,1191,543,20.1,3.88,39,6.99,1.35,0.253,0.297,20.6,0.98,-19,0.4506172839506173
29,SDP,1997,0.271,0.342,0.407,761,1129,604,11.9,4.98,43,6.57,1.5,0.274,0.31,7.1,0.979,-96,0.4691358024691358
30,SFG,1997,0.258,0.337,0.414,746,1120,642,27.5,4.43,45,6.5,1.43,0.264,0.299,10.3,0.98,-9,0.5555555555555556
1,ANA,1998,0.272,0.335,0.415,739,1028,510,8.2,4.49,52,6.8,1.46,0.262,0.3,15.7,0.983,4,0.5246913580246914
2,BAL,1998,0.273,0.347,0.447,783,903,593,24.9,4.74,37,6.7,1.43,0.267,0.304,16.2,0.987,32,0.4876543209876543
3,BOS,1998,0.28,0.348,0.463,827,1049,541,31.1,4.19,53,6.42,1.33,0.252,0.282,15.5,0.983,147,0.5679012345679012
4,CHW,1998,0.271,0.339,0.444,806,916,551,23.2,5.24,42,5.7,1.49,0.274,0.294,5.5,0.977,-70,0.49382716049382713
5,CLE,1998,0.272,0.347,0.448,811,1061,630,26.5,4.45,47,6.39,1.45,0.269,0.303,15.6,0.982,71,0.5493827160493827
6,DET,1998,0.264,0.323,0.415,691,1070,455,16.6,4.93,32,5.89,1.48,0.272,0.3,12.8,0.982,-141,0.4012345679012346
7,KCR,1998,0.263,0.324,0.399,686,984,475,7.3,5.16,46,6.26,1.5,0.277,0.307,11.3,0.98,-185,0.4472049689440994
8,MIN,1998,0.266,0.328,0.389,691,915,506,-4.5,4.76,42,5.92,1.44,0.279,0.308,14.3,0.982,-84,0.43209876543209874
9,NYY,1998,0.288,0.364,0.46,907,1025,653,36.1,3.82,48,6.67,1.25,0.244,0.277,21.2,0.984,309,0.7037037037037037
10,OAK,1998,0.257,0.338,0.397,755,1122,633,8.5,4.83,39,5.79,1.45,0.272,0.298,11.9,0.977,-62,0.4567901234567901
11,SEA,1998,0.276,0.345,0.468,823,1082,558,26.0,4.95,31,7.3,1.44,0.269,0.308,15.8,0.979,4,0.4720496894409938
12,TBD,1998,0.261,0.321,0.385,579,1107,473,13.6,4.35,28,6.29,1.43,0.257,0.287,10.8,0.985,-131,0.3888888888888889
13,TEX,1998,0.289,0.357,0.462,894,1045,595,27.6,5.0,46,6.25,1.5,0.28,0.315,17.9,0.98,69,0.5432098765432098
14,TOR,1998,0.266,0.34,0.448,776,1132,564,22.1,4.29,47,7.09,1.39,0.252,0.29,18.5,0.979,48,0.5432098765432098
15,ARI,1998,0.246,0.314,0.393,621,1239,489,10.4,4.64,37,5.71,1.36,0.26,0.282,8.9,0.984,-147,0.4012345679012346
16,ATL,1998,0.272,0.342,0.453,794,1062,548,37.6,3.25,45,7.71,1.22,0.236,0.285,27.0,0.985,245,0.654320987654321
17,CHC,1998,0.264,0.337,0.433,788,1223,601,21.7,4.5,56,7.35,1.42,0.261,0.302,14.7,0.984,39,0.5521472392638037
18,CIN,1998,0.262,0.337,0.402,723,1107,608,18.3,4.44,42,6.86,1.37,0.251,0.285,12.8,0.98,-10,0.47530864197530864
19,COL,1998,0.291,0.347,0.461,791,949,469,13.7,5.0,36,5.97,1.5,0.28,0.311,15.8,0.984,-29,0.47530864197530864
20,FLA,1998,0.248,0.317,0.373,621,1120,525,10.0,5.2,24,6.31,1.61,0.28,0.313,1.5,0.979,-256,0.3333333333333333
21,HOU,1998,0.28,0.356,0.436,818,1122,621,35.2,3.5,44,7.26,1.29,0.251,0.295,18.4,0.983,254,0.6296296296296297
22,LAD,1998,0.252,0.31,0.387,630,1056,447,12.2,3.81,47,7.33,1.33,0.241,0.284,17.5,0.978,-9,0.5123456790123457
23,MIL,1998,0.26,0.33,0.396,673,1039,532,16.5,4.63,39,6.59,1.44,0.269,0.302,8.5,0.982,-105,0.4567901234567901
24,MON,1998,0.249,0.31,0.394,602,1058,439,12.5,4.39,39,6.41,1.39,0.258,0.291,12.2,0.975,-139,0.4012345679012346
25,NYM,1998,0.259,0.33,0.394,671,1049,572,17.5,3.77,46,6.97,1.31,0.248,0.287,14.6,0.984,61,0.5432098765432098
26,PHI,1998,0.264,0.326,0.395,672,1080,508,16.0,4.64,32,7.23,1.38,0.257,0.294,11.8,0.982,-95,0.46296296296296297
27,PIT,1998,0.254,0.311,0.374,613,1060,393,5.6,3.91,41,6.91,1.35,0.253,0.292,17.5,0.977,-68,0.42592592592592593
28,STL,1998,0.258,0.341,0.441,781,1179,676,28.3,4.32,44,5.95,1.41,0.262,0.292,12.5,0.978,28,0.5123456790123457
29,SDP,1998,0.253,0.33,0.409,715,1072,604,17.0,3.63,59,7.53,1.3,0.247,0.293,21.4,0.983,114,0.6049382716049383
30,SFG,1998,0.274,0.353,0.421,800,1040,678,31.2,4.19,44,6.64,1.37,0.253,0.287,12.0,0.984,106,0.5460122699386503
1,ANA,1999,0.256,0.322,0.395,673,1022,511,9.8,4.79,37,5.51,1.46,0.264,0.286,13.3,0.983,-115,0.43209876543209874
2,BAL,1999,0.279,0.353,0.447,804,890,615,28.9,4.77,33,6.16,1.47,0.264,0.29,11.7,0.986,36,0.48148148148148145
3,BOS,1999,0.278,0.35,0.448,808,928,597,24.2,4.0,50,7.09,1.3,0.249,0.287,23.5,0.979,118,0.5802469135802469
4,CHW,1999,0.277,0.337,0.429,742,810,499,12.2,4.92,39,6.06,1.53,0.277,0.303,11.3,0.977,-93,0.4658385093167702
5,CLE,1999,0.289,0.373,0.467,960,1099,743,34.4,4.91,46,6.95,1.47,0.264,0.299,15.5,0.983,149,0.5987654320987654
6,DET,1999,0.261,0.326,0.443,704,1049,458,15.5,5.22,33,6.18,1.49,0.271,0.297,12.4,0.982,-135,0.42857142857142855
7,KCR,1999,0.282,0.348,0.433,800,932,535,19.0,5.35,29,5.26,1.58,0.283,0.303,7.4,0.98,-65,0.39751552795031053
8,MIN,1999,0.264,0.328,0.384,643,978,500,1.3,5.03,34,5.86,1.46,0.279,0.303,12.2,0.985,-159,0.39375
9,NYY,1999,0.282,0.366,0.453,855,978,718,25.9,4.16,50,6.95,1.38,0.251,0.288,21.2,0.982,169,0.6049382716049383
10,OAK,1999,0.259,0.355,0.446,845,1129,770,19.7,4.76,48,6.05,1.46,0.27,0.302,18.6,0.98,47,0.5370370370370371
11,SEA,1999,0.269,0.343,0.455,825,1095,610,18.3,5.25,40,6.15,1.6,0.282,0.313,9.1,0.981,-46,0.4876543209876543
12,TBD,1999,0.274,0.343,0.411,728,1042,544,6.8,5.06,45,6.63,1.61,0.281,0.32,12.9,0.978,-141,0.42592592592592593
13,TEX,1999,0.293,0.361,0.479,897,937,611,26.3,5.07,47,6.13,1.49,0.282,0.313,18.4,0.981,86,0.5864197530864198
14,TOR,1999,0.28,0.352,0.457,856,1077,578,23.7,4.93,39,6.31,1.5,0.276,0.306,13.9,0.983,21,0.5185185185185185
15,ARI,1999,0.277,0.347,0.459,865,1045,588,27.3,3.77,42,7.35,1.32,0.246,0.284,21.7,0.983,232,0.6172839506172839
16,ATL,1999,0.266,0.341,0.436,791,962,608,23.8,3.65,45,7.32,1.3,0.246,0.289,27.8,0.982,179,0.6358024691358025
17,CHC,1999,0.257,0.329,0.42,717,1170,571,10.3,5.27,32,6.16,1.5,0.279,0.304,9.5,0.977,-173,0.41358024691358025
18,CIN,1999,0.272,0.341,0.451,820,1125,569,30.8,3.99,55,6.65,1.33,0.236,0.262,13.7,0.983,154,0.588957055214724
19,COL,1999,0.288,0.348,0.472,863,863,508,1.3,6.03,33,6.5,1.71,0.294,0.325,8.4,0.981,-122,0.4444444444444444
20,FLA,1999,0.263,0.325,0.395,655,1145,479,10.8,4.9,33,5.91,1.54,0.275,0.304,9.1,0.979,-161,0.3950617283950617
21,HOU,1999,0.267,0.355,0.42,784,1138,728,27.4,3.84,48,7.43,1.35,0.261,0.312,26.7,0.983,148,0.5987654320987654
22,LAD,1999,0.266,0.339,0.42,761,1030,594,22.1,4.45,37,6.67,1.4,0.254,0.284,12.6,0.978,6,0.47530864197530864
23,MIL,1999,0.273,0.353,0.426,777,1065,658,18.0,5.08,40,6.16,1.55,0.278,0.305,7.0,0.979,-71,0.45962732919254656
24,MON,1999,0.265,0.323,0.427,680,939,438,7.6,4.69,44,6.54,1.45,0.265,0.301,17.9,0.974,-135,0.41975308641975306
25,NYM,1999,0.279,0.363,0.434,814,994,717,29.7,4.27,49,7.24,1.37,0.247,0.285,15.9,0.989,142,0.5950920245398773
26,PHI,1999,0.275,0.351,0.431,797,1081,631,24.2,4.93,32,6.44,1.47,0.264,0.29,6.9,0.983,-5,0.47530864197530864
27,PIT,1999,0.259,0.334,0.419,735,1197,573,14.0,4.35,34,6.8,1.45,0.258,0.296,14.9,0.976,-7,0.484472049689441
28,STL,1999,0.262,0.338,0.426,763,1202,613,17.2,4.76,38,6.38,1.51,0.267,0.301,14.0,0.978,-29,0.4658385093167702
29,SDP,1999,0.252,0.332,0.393,671,1169,631,17.6,4.47,43,6.83,1.4,0.26,0.292,12.0,0.979,-71,0.4567901234567901
30,SFG,1999,0.271,0.356,0.434,828,1028,696,22.4,4.71,42,6.65,1.47,0.26,0.29,9.8,0.983,41,0.5308641975308642
1,ANA,2000,0.28,0.352,0.472,837,1024,608,31.3,5.02,46,5.26,1.52,0.269,0.282,4.9,0.978,-5,0.5061728395061729
2,BAL,2000,0.272,0.341,0.435,750,900,558,15.3,5.37,33,6.39,1.54,0.27,0.298,12.0,0.981,-119,0.4567901234567901
3,BOS,2000,0.267,0.341,0.423,755,1019,611,16.4,4.24,46,6.95,1.33,0.253,0.288,20.5,0.982,47,0.5246913580246914
4,CHW,2000,0.286,0.356,0.47,926,960,591,25.9,4.67,43,6.44,1.46,0.266,0.296,16.5,0.978,139,0.5864197530864198
5,CLE,2000,0.288,0.367,0.47,889,1057,685,27.1,4.84,34,7.57,1.51,0.266,0.312,20.4,0.988,134,0.5555555555555556
6,DET,2000,0.275,0.343,0.438,785,982,562,19.7,4.73,44,6.1,1.44,0.275,0.306,17.3,0.983,-4,0.4876543209876543
7,KCR,2000,0.288,0.348,0.425,831,840,511,17.1,5.48,29,5.8,1.58,0.278,0.296,6.7,0.983,-51,0.47530864197530864
8,MIN,2000,0.27,0.337,0.407,711,1021,556,3.3,5.16,35,6.55,1.5,0.282,0.314,13.3,0.983,-132,0.42592592592592593
9,NYY,2000,0.277,0.354,0.45,833,1007,631,20.6,4.76,40,6.57,1.43,0.259,0.29,17.5,0.981,57,0.5403726708074534
10,OAK,2000,0.27,0.36,0.458,908,1159,750,22.8,4.58,43,6.04,1.5,0.27,0.301,17.1,0.978,134,0.5652173913043478
11,SEA,2000,0.269,0.361,0.442,869,1073,775,28.8,4.53,44,6.23,1.44,0.258,0.288,15.5,0.984,127,0.5617283950617284
12,TBD,2000,0.257,0.329,0.399,692,1022,558,7.4,4.86,38,6.0,1.46,0.273,0.299,13.6,0.981,-109,0.42857142857142855
13,TEX,2000,0.283,0.352,0.446,806,922,580,10.2,5.52,39,5.78,1.64,0.288,0.314,11.0,0.978,-126,0.4382716049382716
14,TOR,2000,0.275,0.341,0.469,826,1026,526,20.6,5.17,37,6.12,1.51,0.281,0.31,14.1,0.984,-47,0.5123456790123457
15,ARI,2000,0.265,0.333,0.429,756,975,535,15.6,4.36,38,7.61,1.34,0.257,0.297,22.1,0.982,38,0.5246913580246914
16,ATL,2000,0.271,0.346,0.429,758,1010,595,24.5,4.06,53,6.83,1.33,0.253,0.288,22.3,0.979,96,0.5864197530864198
17,CHC,2000,0.256,0.335,0.411,722,1120,632,15.7,5.26,39,7.07,1.49,0.263,0.292,8.1,0.983,-140,0.4012345679012346
18,CIN,2000,0.274,0.343,0.447,794,995,559,24.3,4.33,42,6.27,1.45,0.255,0.282,13.8,0.982,60,0.5246913580246914
19,COL,2000,0.294,0.362,0.455,905,907,601,15.5,5.29,33,6.3,1.51,0.276,0.302,16.4,0.985,71,0.5061728395061729
20,FLA,2000,0.262,0.331,0.409,691,1184,540,14.5,4.59,48,6.62,1.49,0.263,0.298,13.1,0.98,-66,0.4906832298136646
21,HOU,2000,0.278,0.361,0.477,900,1129,673,23.0,5.42,30,6.66,1.53,0.275,0.303,8.7,0.978,-6,0.4444444444444444
22,LAD,2000,0.257,0.341,0.431,756,1083,668,23.7,4.1,36,7.19,1.37,0.247,0.283,16.5,0.978,69,0.5308641975308642
23,MIL,2000,0.246,0.325,0.403,708,1245,620,11.7,4.63,29,5.94,1.52,0.263,0.291,10.3,0.981,-86,0.4506172839506173
24,MON,2000,0.266,0.326,0.432,705,1048,476,8.3,5.14,39,6.39,1.51,0.276,0.309,13.8,0.978,-164,0.41358024691358025
25,NYM,2000,0.263,0.346,0.43,761,1037,675,23.5,4.16,49,7.22,1.36,0.248,0.286,19.1,0.98,69,0.5802469135802469
26,PHI,2000,0.251,0.329,0.4,668,1117,611,11.8,4.79,34,7.03,1.46,0.259,0.292,10.9,0.983,-122,0.4012345679012346
27,PIT,2000,0.267,0.339,0.424,749,1032,564,10.6,4.94,27,6.65,1.56,0.271,0.308,13.2,0.979,-95,0.42592592592592593
28,STL,2000,0.27,0.356,0.455,841,1253,675,31.2,4.4,37,6.91,1.4,0.254,0.285,15.0,0.981,116,0.5864197530864198
29,SDP,2000,0.254,0.33,0.402,714,1177,602,15.3,4.52,46,6.61,1.43,0.253,0.282,9.5,0.977,-63,0.4691358024691358
30,SFG,2000,0.278,0.362,0.472,889,1032,709,34.7,4.21,47,6.7,1.44,0.259,0.297,16.4,0.985,178,0.5987654320987654
